subject,open,lineno,NOC,PAR,NOO,experience-based,statistics-based,tuning machine
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_events_trends.py,303,201,1,25,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_events_trends.py,314,224,1,25,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_events_trends.py,327,218,1,25,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_events_trends.py,340,96,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_events_trends.py,588,106,1,9,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/project_rules.py,520,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_profiling_functions.py,222,41,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/grouping_configs.py,22,10,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/team_projects.py,128,166,1,15,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/project_user_reports.py,70,139,1,13,1,1,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/team_time_to_resolution.py,58,34,0,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/project_release_commits.py,79,49,1,9,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_events_facets_performance.py,130,92,1,9,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_index.py,92,12,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_index.py,177,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_member_unreleased_commits.py,56,19,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/project_keys.py,71,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/project_filters.py,35,13,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_teams.py,156,61,1,8,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/event_attachment_details.py,69,18,0,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/group_user_reports.py,43,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/group_hashes.py,38,52,0,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/builtin_symbol_sources.py,34,15,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_tagkey_values.py,60,43,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/group_external_issues.py,36,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/group_tagkey_values.py,72,58,1,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_repository_commits.py,44,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_api_key_index.py,37,13,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/project_index.py,95,67,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_release_commits.py,48,49,1,9,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/group_attachments.py,54,59,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/team_members.py,72,53,1,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/group_notes.py,36,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/api_applications.py,32,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/project_users.py,70,53,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/relocations/index.py,66,117,2,12,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/relocations/index.py,144,54,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_member/index.py,222,118,1,9,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_member/details.py,450,69,0,8,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/organization_member/requests/invite/index.py,51,71,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/release_thresholds/release_threshold_status_index.py,418,15,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/release_thresholds/release_threshold_index.py,60,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/index.py,30,11,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/plugins/configs_index.py,128,22,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/organization_sentry_apps.py,42,53,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/index.py,72,53,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/features.py,29,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/components.py,36,41,1,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/components.py,79,45,1,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/installation/index.py,37,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/stats/details.py,55,10,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/sentry_apps/stats/details.py,56,10,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/integrations/doc_integrations/index.py,37,53,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/relay/index.py,39,31,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/notifications/notification_actions_index.py,103,21,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/endpoints/notifications/notification_actions_index.py,116,41,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/snuba.py,84,15,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/discoversavedquery.py,14,22,0,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/user.py,271,40,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/user.py,338,40,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/event.py,74,39,1,10,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/event.py,116,30,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/event.py,360,38,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/event.py,400,32,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/organization.py,87,12,1,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/organization.py,90,12,1,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/organization.py,93,23,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/organization.py,94,23,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/sentry_function.py,11,65,1,9,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/dashboard.py,81,62,0,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/rule.py,225,38,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/rule.py,227,35,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/group.py,225,23,0,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/group.py,785,9,0,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/group.py,1132,26,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/models/organization_member/base.py,33,19,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/serializers/rest_framework/savedsearch.py,9,36,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/span_analysis.py,94,22,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/environments.py,15,21,1,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/environments.py,16,44,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/environments.py,17,45,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/group_index/update.py,526,33,0,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/group_index/delete.py,38,25,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/group_index/index.py,37,43,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/api/helpers/group_index/index.py,38,51,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/monkey/__init__.py,25,15,0,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/digests/notifications.py,185,40,1,9,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/digests/notifications.py,197,15,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/digests/notifications.py,223,50,1,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/digests/notifications.py,223,22,0,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/discover.py,720,60,1,12,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/discover.py,1082,16,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/discover.py,1182,16,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/discover.py,1249,16,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/discover.py,1261,16,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/discover.py,1288,16,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/sessions_v2.py,560,19,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/sessions_v2.py,724,19,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/query_builder.py,759,21,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/datasource.py,510,33,1,7,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/snql.py,782,72,3,5,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/snql.py,785,70,3,5,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,391,19,1,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,392,10,1,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,911,14,0,1,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1348,88,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1356,85,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1364,93,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1372,90,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1380,92,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1388,89,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1396,85,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1404,96,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1412,120,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1423,140,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1434,132,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1445,154,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1453,102,5,4,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1461,117,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1469,112,5,4,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1480,137,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1488,100,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1496,95,4,4,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1507,124,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1518,22,0,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1527,68,2,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1535,93,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1546,144,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1557,179,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1560,22,0,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1569,36,2,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1578,145,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1581,22,0,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1587,134,4,6,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1595,112,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1606,118,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1614,115,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1625,124,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1633,89,4,4,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1641,89,4,4,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1649,108,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1660,124,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1668,108,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1679,124,6,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1687,148,4,6,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1695,145,4,6,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1707,115,7,6,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1717,109,4,5,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1725,95,4,4,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1733,164,6,13,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/snuba/metrics/fields/base.py,1882,46,0,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/helpers.py,423,68,1,7,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/dependencies.py,214,17,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/dependencies.py,218,27,1,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/dependencies.py,504,25,1,6,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/dependencies.py,588,31,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/dependencies.py,627,31,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/dependencies.py,630,31,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/comparators.py,105,20,1,2,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/comparators.py,642,41,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/comparators.py,649,46,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/backup/comparators.py,672,46,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/issues/merge.py,38,25,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/issues/grouptype.py,42,21,0,3,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/issues/search.py,88,36,1,4,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/issues/search.py,281,102,1,11,1,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/issues/escalating.py,282,26,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/issues/escalating.py,283,26,1,5,0,0,0
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/conf/server.py,2797,293,2,25,1,1,1
sentry-master,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/sentry-master/src/sentry/conf/server.py,2816,262,2,31,1,1,1
