subject,open,lineno,NOC,NOL,experience-based,statistics-based,tuning machine
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,548,61,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,558,48,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,585,34,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,639,65,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,644,27,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,681,114,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,686,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,693,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,694,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,697,58,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,712,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,731,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/summarization/run_summarization.py,743,91,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mae.py,100,28,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mae.py,247,56,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mae.py,327,40,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mae.py,370,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mae.py,371,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim_no_trainer.py,334,28,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim_no_trainer.py,463,51,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim_no_trainer.py,496,60,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim_no_trainer.py,497,60,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim_no_trainer.py,498,72,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,113,28,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,321,56,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,354,72,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,355,72,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,357,84,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,412,40,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,459,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-pretraining/run_mim.py,460,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,385,77,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,394,83,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,470,98,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,476,25,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,497,63,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,505,51,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,526,64,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,527,57,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,546,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,547,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,563,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,593,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,603,47,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue.py,619,69,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,230,99,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,293,63,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,384,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,389,98,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,411,58,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,426,29,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,578,73,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_glue_no_trainer.py,598,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,300,77,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,311,83,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,393,64,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,409,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,410,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,426,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,441,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_xnli.py,453,91,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,434,124,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,492,77,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,512,83,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,583,30,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,636,115,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,656,64,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,684,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,685,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,701,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/text-classification/run_classification.py,713,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-classification/run_image_classification_no_trainer.py,292,56,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-classification/run_image_classification_no_trainer.py,336,169,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-classification/run_image_classification.py,275,61,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-classification/run_image_classification.py,333,169,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-classification/run_image_classification.py,390,46,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/image-classification/run_image_classification.py,391,50,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,357,108,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,436,100,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,468,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,600,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,601,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,605,76,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,606,90,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,624,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm.py,638,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_plm.py,421,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_plm.py,432,48,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_plm.py,522,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_plm.py,523,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_plm.py,540,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_plm.py,554,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm_no_trainer.py,423,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm_no_trainer.py,444,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_clm_no_trainer.py,426,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,454,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,475,48,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,612,29,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,619,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,620,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,623,76,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,624,90,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,641,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/language-modeling/run_mlm.py,655,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,372,77,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,381,83,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,452,48,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,539,27,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,581,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,582,41,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,600,85,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner.py,614,82,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner_no_trainer.py,285,99,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner_no_trainer.py,412,65,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner_no_trainer.py,479,43,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/token-classification/run_ner_no_trainer.py,544,29,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,432,69,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,491,83,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,563,45,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,564,53,1,0,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,739,58,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,740,56,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,761,100,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,777,97,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc.py,785,75,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,324,69,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,396,77,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,410,99,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,417,83,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,489,71,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,561,58,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,562,56,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,565,58,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,580,100,3,1,1,1
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,599,97,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc_adapter.py,428,69,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc_adapter.py,487,83,1,1,0,0
neural-amp-modeler-main,/Users/kaziknobo/Desktop/CSE 400 Thesis/Primary Dataset/neural-amp-modeler-main/transformers-main/examples/pytorch/speech-recognition/run_speech_recognition_ctc_adapter.py,586,45,1,0,0,0
